Row,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
0,0,5737,1,6266,415,25963,2,6027,548,34175,43692,489,30099,82134,78828,70593,64278,53505,61740,84801,50262
END
