Row,label,a,b,c,d,delta,epsilon,gamma,lambda,mu,nu,eta,zeta,xi,theta,psi,omega,p0,p1,p2,p3,lambda1,lambda2,lambda3,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,c12,c13,c14,c15,c16,c23,c24,c25,c26,c34,c35,c36,c45,c46,c56
0,qc_q9_abcd_6_3_4_6,6,3,4,6,6,1,1,0,7,4,7,3,4,5,0,2,5,6,4,3,0,6,1,"8,0,0,3,0,5","2,3,8,3,8,3","0,5,0,0,0,5","8,1,6,3,8,2","6,3,7,5,1,0","6,0,2,1,7,4","6,4,3,0,0,5","5,0,0,0,7,5","4,6,6,4,6,3","5,1,1,1,1,3","7,2,8,1,4,8","3,6,5,6,1,4","6,4,3,5,0,0","8,6,6,7,7,5","3,8,2,7,1,1","6,4,8,2,4,5","4,3,1,1,3,7","4,0,2,8,2,0","3,3,7,8,5,8","1,3,7,2,1,0","7,0,2,0,7,4","0,5,0,8,1,6","0,6,5,6,2,5","0,3,5,2,4,3","6,7,8,6,5,1","7,8,7,2,7,2","6,3,7,6,0,2"
END
