Row,label,a,b,c,d,delta,epsilon,gamma,lambda,mu,nu,eta,zeta,xi,theta,psi,omega,p0,p1,p2,p3,lambda1,lambda2,lambda3,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,c12,c13,c14,c15,c16,c23,c24,c25,c26,c34,c35,c36,c45,c46,c56
0,qc_q13_abcd_3_2_10_4,3,2,10,4,5,1,10,0,9,9,2,3,11,6,3,4,8,11,8,9,0,3,5,"10,0,0,2,8,1","5,4,11,11,8,6","0,8,0,0,0,8","10,0,4,2,5,12","9,10,12,6,2,7","0,6,1,7,11,9","11,8,9,0,0,8","8,0,0,0,5,8","3,9,4,3,10,9","1,8,3,2,1,7","6,4,9,1,10,10","4,2,3,8,1,2","11,8,9,8,0,0","4,10,3,3,11,6","11,8,4,12,2,4","3,1,1,7,5,8","7,11,9,1,2,3","10,0,9,1,9,0","2,4,7,10,0,11","4,10,12,2,2,7","9,6,1,10,11,9","0,8,0,10,0,4","0,3,8,9,12,7","0,8,8,6,4,11","9,11,0,5,3,5","1,12,10,2,8,9","9,10,12,0,6,1"
END
