Row,label,a,b,c,d,delta,epsilon,gamma,lambda,mu,nu,eta,zeta,xi,theta,psi,omega,p0,p1,p2,p3,lambda1,lambda2,lambda3,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,c12,c13,c14,c15,c16,c23,c24,c25,c26,c34,c35,c36,c45,c46,c56
0,qc_q11_abcd_8_5_3_2,8,5,3,2,1,1,10,3,6,0,9,9,5,10,6,8,9,7,1,1,2,0,10,"10,7,7,2,0,10","1,6,6,8,9,10","0,9,0,0,0,9","2,8,10,4,10,8","0,1,3,10,3,1","8,6,8,1,8,6","7,1,1,0,0,9","9,0,0,0,2,9","0,10,1,9,3,1","0,9,0,10,6,4","8,9,6,9,4,5","5,0,2,4,6,9","7,1,1,9,0,0","3,2,0,7,6,1","8,9,7,10,1,7","5,7,5,10,4,6","9,6,4,4,7,9","1,0,1,9,1,0","2,6,7,1,7,6","5,1,3,4,3,1","6,6,8,3,8,6","0,9,0,2,8,10","0,8,9,8,6,6","0,5,9,5,2,2","10,8,1,0,1,1","1,5,6,8,8,8","0,1,3,8,6,8"
END
