Row,label,a,b,c,d,delta,epsilon,gamma,lambda,mu,nu,eta,zeta,xi,theta,psi,omega,p0,p1,p2,p3,lambda1,lambda2,lambda3,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,c12,c13,c14,c15,c16,c23,c24,c25,c26,c34,c35,c36,c45,c46,c56
0,qc_q17_abcd_2_7_16_3,2,7,16,3,13,10,14,15,1,14,2,9,2,12,1,7,8,1,13,3,7,5,3,"3,10,1,15,11,8","0,1,12,6,10,0","0,8,0,0,0,8","7,12,14,16,4,5","3,16,11,15,8,2","8,4,3,1,13,11","1,13,3,0,0,8","8,0,0,0,9,8","8,3,12,15,4,13","4,14,8,5,15,12","8,13,4,15,7,5","12,14,12,6,9,5","1,13,3,8,0,0","15,8,6,13,14,5","6,10,13,8,9,13","4,1,7,15,2,13","16,4,9,4,3,8","5,0,2,2,7,0","5,1,14,14,2,8","14,16,11,13,12,3","10,4,3,13,11,8","0,8,0,7,12,14","0,9,12,15,7,16","0,15,12,14,4,14","11,5,11,10,2,7","16,13,9,9,16,5","3,16,11,8,4,3"
END
