rep,ago,original_file,input_idx,input_set,nb_rows,nb_cols,canonical_form
0,6,E_b1_c3.txt,0,"1,67,78,57,90,16,60,93,28,127,62,95,30,129,43,120,33,132",134,134,"16,78,67,30,60,129,93,95,62,90,1,57,33,120,132,43,127,28,23,15,76,87,13,70,29,128,4,81,71,86,82,75,116,39,108,26,102,53,125,47,96,63,0,37,114,18,9,110,55,111,8,34,58,91,20,40,21,117,112,35,101,68,46,79,115,38,36,122,113,24,31,2,130,17,5,12,52,56,89,107,94,61,54,109,11,119,42,6,121,80,106,44,51,69,66,99,64,85,97,74,124,7,83,25,10,72,65,98,118,41,92,59,49,104,22,3,14,123,131,100,32,84,73,45,77,88,27,126,48,103,50,19,105,133,197,138,163,164,202,141,205,180,217,171,165,162,234,224,223,237,149,154,198,156,201,250,245,147,219,140,252,139,243,228,176,134,175,218,229,193,200,199,233,169,238,253,231,240,206,173,178,221,207,226,216,151,211,152,212,159,168,262,264,261,255,257,258,143,136,208,186,189,215,256,145,263,246,177,235,236,174,249,251,182,244,241,209,214,247,248,181,146,191,266,184,188,203,196,187,220,227,230,137,142,135,153,150,157,265,144,167,183,239,192,232,160,172,179,155,185,148,190,204,195,170,225,222,158,242,166,161,254,260,259,194,210,213,267"
END
