ROW,C1,C2,C3
0,"tab:spreads:3:4",,
1,"Spreads in the Orbiter Catalogue",,
1,"0 "," 1200 "," Hall spread "
1,"1 "," 81600 "," Desarguesian spread "
1,"2 "," 576 "," Semifield spread"
END


